nomor,word,frekuensi,ln
1755,dpet,4,-8.58088135109897
1756,senang,21,-7.0992768101747545
1757,terima,17,-7.299947505636905
1758,sule,49,-6.278296258104924
1759,pke,13,-7.551261933917812
1760,serius,4,-8.58088135109897
1761,gws,3,-8.804024902413179
1762,kawin,6,-8.244409114477756
1763,warga,4,-8.58088135109897
1764,maxime,48,-6.298498965422444
1765,sukak,7,-8.110877721853234
1766,akur,4,-8.58088135109897
1767,langgeng,36,-6.579401350888846
1768,tdk,16,-7.3571059194768536
1769,risky,3,-8.804024902413179
1770,cecepy,5,-8.398559794305015
1771,bayang,8,-7.993094686196851
1772,subscriber,19,-7.194586989979079
1773,kaki,13,-7.551261933917812
1774,mantapp,3,-8.804024902413179
1775,cabe,8,-7.993094686196851
1776,utama,7,-8.110877721853234
1777,dehh,6,-8.244409114477756
1778,laut,4,-8.58088135109897
1779,give,6,-8.244409114477756
1780,peach,3,-8.804024902413179
1781,rice,17,-7.299947505636905
1782,lngsung,3,-8.804024902413179
1783,unik,3,-8.804024902413179
1784,black,19,-7.194586989979079
1785,aplikasi,4,-8.58088135109897
1786,cover,10,-7.7924239907347
1787,ngulang,6,-8.244409114477756
1788,capten,9,-7.887734170539025
1789,pen,4,-8.58088135109897
1790,fan,3,-8.804024902413179
1791,tega,3,-8.804024902413179
1792,humor,3,-8.804024902413179
1793,mic,3,-8.804024902413179
1794,kontol,3,-8.804024902413179
1795,mampus,5,-8.398559794305015
1796,kuku,4,-8.58088135109897
1797,cape,3,-8.804024902413179
1798,kangen,100,-5.575198746691811
1799,nyangka,6,-8.244409114477756
1800,blakpink,4,-8.58088135109897
1801,rahasia,5,-8.398559794305015
1802,luck,5,-8.398559794305015
1803,mol,4,-8.58088135109897
1804,akrab,5,-8.398559794305015
1805,ratu,9,-7.887734170539025
1806,papua,5,-8.398559794305015
1807,hard,5,-8.398559794305015
1808,lampung,4,-8.58088135109897
1809,itte,10,-7.7924239907347
1810,wkwkwkwkwk,4,-8.58088135109897
1811,www,9,-7.887734170539025
1812,kemaren,7,-8.110877721853234
1813,cici,5,-8.398559794305015
1814,case,4,-8.58088135109897
1815,jomblo,11,-7.70541261374507
1816,body,3,-8.804024902413179
1817,sya,10,-7.7924239907347
1818,kalimantan,3,-8.804024902413179
1819,hemat,8,-7.993094686196851
1820,thailand,27,-6.858114753357866
1821,cantikk,6,-8.244409114477756
1822,julifer,3,-8.804024902413179
1823,gilaaa,4,-8.58088135109897
1824,deket,19,-7.194586989979079
1825,melulu,4,-8.58088135109897
1826,anyway,3,-8.804024902413179
1827,saung,3,-8.804024902413179
1828,negeri,18,-7.2458802843666295
1829,dalem,3,-8.804024902413179
1830,mimpi,15,-7.417730541293289
1831,panggil,4,-8.58088135109897
1832,bahaya,5,-8.398559794305015
1833,hope,3,-8.804024902413179
1834,baju,49,-6.278296258104924
1835,rajin,8,-7.993094686196851
1836,pakek,11,-7.70541261374507
1837,bayar,8,-7.993094686196851
1838,halilintar,15,-7.417730541293289
1839,pipi,16,-7.3571059194768536
1840,otw,5,-8.398559794305015
1841,kuah,6,-8.244409114477756
1842,siar,4,-8.58088135109897
1843,ngiler,23,-7.012265433185124
1844,umbar,8,-7.993094686196851
1845,lepas,14,-7.48226906243086
1846,kakkkk,4,-8.58088135109897
1847,rezeki,3,-8.804024902413179
1848,rissa,14,-7.48226906243086
1849,niup,11,-7.70541261374507
1850,rujuk,6,-8.244409114477756
1851,apr,4,-8.58088135109897
1852,first,4,-8.58088135109897
1853,niupin,3,-8.804024902413179
1854,sapa,6,-8.244409114477756
1855,search,4,-8.58088135109897
1856,mh,3,-8.804024902413179
1857,mbak,35,-6.60680032507696
1858,dosa,5,-8.398559794305015
1859,chenel,4,-8.58088135109897
1860,cntik,5,-8.398559794305015
1861,cepet,24,-6.97144343866487
1862,tai,4,-8.58088135109897
1863,kg,7,-8.110877721853234
1864,putih,28,-6.823023433546596
1865,pling,4,-8.58088135109897
1866,bodoh,4,-8.58088135109897
1867,rotan,4,-8.58088135109897
1868,welcome,4,-8.58088135109897
1869,samawa,4,-8.58088135109897
1870,wilo,4,-8.58088135109897
1871,regisca,21,-7.0992768101747545
1872,musti,3,-8.804024902413179
1873,motivasi,6,-8.244409114477756
1874,besok,6,-8.244409114477756
1875,wilona,72,-5.899859822384679
1876,indra,6,-8.244409114477756
1877,diet,3,-8.804024902413179
1878,suci,7,-8.110877721853234
1879,yaelah,3,-8.804024902413179
1880,gritte,11,-7.70541261374507
1881,thumbnail,6,-8.244409114477756
1882,gen,5,-8.398559794305015
1883,jaya,3,-8.804024902413179
1884,hakim,11,-7.70541261374507
1885,gula,4,-8.58088135109897
1886,fokus,16,-7.3571059194768536
1887,nginep,4,-8.58088135109897
1888,challenge,19,-7.194586989979079
1889,goblin,4,-8.58088135109897
1890,ato,6,-8.244409114477756
1891,njir,7,-8.110877721853234
1892,parahh,4,-8.58088135109897
1893,gemuk,3,-8.804024902413179
1894,soundtrack,9,-7.887734170539025
1895,masak,14,-7.48226906243086
1896,ngerasain,3,-8.804024902413179
1897,view,4,-8.58088135109897
1898,lagu,200,-4.887014355473994
1899,sehat,88,-5.70168289380093
1900,imut,35,-6.60680032507696
1901,beli,185,-4.964572589819869
1902,mirip,54,-6.182986078300599
1903,bikin,294,-4.50334390719325
1904,info,13,-7.551261933917812
1905,tips,13,-7.551261933917812
